Pearson_L3I,Pearson_L3S,Pearson_L4I,Pearson_L4S,LogPearson_L3I,LogPearson_L3S,LogPearson_L4I,LogPearson_L4S,LogNormal_L3I,LogNormal_L3S,LogNormal_L4I,LogNormal_L4S,Kappa_L3I,Kappa_L3S,Kappa_L4I,Kappa_L4S,GeneralizedPareto_L3I,GeneralizedPareto_L3S,GeneralizedPareto_L4I,GeneralizedPareto_L4S,GeneralizedLogistic_L3I,GeneralizedLogistic_L3S,GeneralizedLogistic_L4I,GeneralizedLogistic_L4S,GeneralizedGamma_L3I,GeneralizedGamma_L3S,GeneralizedGamma_L4I,GeneralizedGamma_L4S,GEV_L3I,GEV_L3S,GEV_L4I,GEV_L4S,EV1_L3I,EV1_L3S,EV1_L4I,EV1_L4S
,,,,,,,,,,,,,0.724,,0.60348,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.723,,0.602274167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.722,,0.60107,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.721,,0.5998675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.72,,0.598666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.719,,0.5974675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.718,,0.59627,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.717,,0.595074167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.716,,0.59388,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.715,,0.5926875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.714,,0.591496667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.713,,0.5903075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.712,,0.58912,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.711,,0.587934167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.71,,0.58675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.709,,0.5855675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.708,,0.584386667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.707,,0.5832075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.706,,0.58203,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.705,,0.580854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.704,,0.57968,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.703,,0.5785075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.702,,0.577336667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.701,,0.5761675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.7,,0.575,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.699,,0.573834167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.698,,0.57267,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.697,,0.5715075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.696,,0.570346667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.695,,0.5691875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.694,,0.56803,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.693,,0.566874167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.692,,0.56572,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.691,,0.5645675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.69,,0.563416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.689,,0.5622675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.688,,0.56112,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.687,,0.559974167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.686,,0.55883,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.685,,0.5576875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.684,,0.556546667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.683,,0.5554075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.682,,0.55427,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.681,,0.553134167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.68,,0.552,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.679,,0.5508675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.678,,0.549736667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.677,,0.5486075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.676,,0.54748,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.675,,0.546354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.674,,0.54523,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.673,,0.5441075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.672,,0.542986667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.671,,0.5418675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.67,,0.54075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.669,,0.539634167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.668,,0.53852,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.667,,0.5374075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.666,,0.536296667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.665,,0.5351875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.664,,0.53408,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.663,,0.532974167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.662,,0.53187,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.661,,0.5307675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.66,,0.529666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.659,,0.5285675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.658,,0.52747,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.657,,0.526374167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.656,,0.52528,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.655,,0.5241875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.654,,0.523096667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.653,,0.5220075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.652,,0.52092,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.651,,0.519834167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.65,,0.51875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.649,,0.5176675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.648,,0.516586667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.647,,0.5155075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.646,,0.51443,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.645,,0.513354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.644,,0.51228,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.643,,0.5112075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.642,,0.510136667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.641,,0.5090675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.64,,0.508,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.639,,0.506934167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.638,,0.50587,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.637,,0.5048075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.636,,0.503746667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.635,,0.5026875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.634,,0.50163,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.633,,0.500574167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.632,,0.49952,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.631,,0.4984675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.63,,0.497416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.629,,0.4963675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.628,,0.49532,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.627,,0.494274167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.626,,0.49323,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.625,,0.4921875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.624,,0.491146667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.623,,0.4901075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.622,,0.48907,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.621,,0.488034167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.62,,0.487,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.619,,0.4859675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.618,,0.484936667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.617,,0.4839075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.616,,0.48288,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.615,,0.481854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.614,,0.48083,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.613,,0.4798075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.612,,0.478786667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.611,,0.4777675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.61,,0.47675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.609,,0.475734167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.608,,0.47472,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.607,,0.4737075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.606,,0.472696667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.605,,0.4716875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.604,,0.47068,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.603,,0.469674167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.602,,0.46867,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.601,,0.4676675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.6,,0.466666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.599,,0.4656675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.598,,0.46467,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.597,,0.463674167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.596,,0.46268,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.595,,0.4616875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.594,,0.460696667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.593,,0.4597075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.592,,0.45872,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.591,,0.457734167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.59,,0.45675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.589,,0.4557675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.588,,0.454786667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.587,,0.4538075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.586,,0.45283,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.585,,0.451854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.584,,0.45088,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.583,,0.4499075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.582,,0.448936667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.581,,0.4479675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.58,,0.447,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.579,,0.446034167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.578,,0.44507,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.577,,0.4441075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.576,,0.443146667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.575,,0.4421875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.574,,0.44123,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.573,,0.440274167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.572,,0.43932,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.571,,0.4383675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.57,,0.437416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.569,,0.4364675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.568,,0.43552,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.567,,0.434574167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.566,,0.43363,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.565,,0.4326875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.564,,0.431746667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.563,,0.4308075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.562,,0.42987,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.561,,0.428934167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.56,,0.428,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.559,,0.4270675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.558,,0.426136667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.557,,0.4252075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.556,,0.42428,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.555,,0.423354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.554,,0.42243,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.553,,0.4215075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.552,,0.420586667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.551,,0.4196675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.55,,0.41875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.549,,0.417834167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.548,,0.41692,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.547,,0.4160075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.546,,0.415096667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.545,,0.4141875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.544,,0.41328,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.543,,0.412374167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.542,,0.41147,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.541,,0.4105675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.54,,0.409666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.539,,0.4087675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.538,,0.40787,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.537,,0.406974167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.536,,0.40608,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.535,,0.4051875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.534,,0.404296667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.533,,0.4034075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.532,,0.40252,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.531,,0.401634167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.53,,0.40075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.529,,0.3998675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.528,,0.398986667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.527,,0.3981075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.526,,0.39723,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.525,,0.396354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.524,,0.39548,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.523,,0.3946075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.522,,0.393736667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.521,,0.3928675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.52,,0.392,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.519,,0.391134167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.518,,0.39027,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.517,,0.3894075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.516,,0.388546667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.515,,0.3876875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.514,,0.38683,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.513,,0.385974167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.512,,0.38512,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.511,,0.3842675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.51,,0.383416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.509,,0.3825675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.508,,0.38172,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.507,,0.380874167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.506,,0.38003,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.505,,0.3791875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.504,,0.378346667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.503,,0.3775075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.502,,0.37667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.501,,0.375834167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.5,,0.375,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.499,,0.3741675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.498,,0.373336667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.497,,0.3725075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.496,,0.37168,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.495,,0.370854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.494,,0.37003,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.493,,0.3692075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.492,,0.368386667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.491,,0.3675675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.49,,0.36675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.489,,0.365934167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.488,,0.36512,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.487,,0.3643075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.486,,0.363496667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.485,,0.3626875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.484,,0.36188,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.483,,0.361074167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.482,,0.36027,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.481,,0.3594675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.48,,0.358666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.479,,0.3578675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.478,,0.35707,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.477,,0.356274167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.476,,0.35548,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.475,,0.3546875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.474,,0.353896667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.473,,0.3531075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.472,,0.35232,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.471,,0.351534167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.47,,0.35075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.469,,0.3499675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.468,,0.349186667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.467,,0.3484075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.466,,0.34763,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.465,,0.346854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.464,,0.34608,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.463,,0.3453075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.462,,0.344536667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.461,,0.3437675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.46,,0.343,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.459,,0.342234167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.458,,0.34147,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.457,,0.3407075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.456,,0.339946667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.455,,0.3391875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.454,,0.33843,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.453,,0.337674167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.452,,0.33692,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.451,,0.3361675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.45,,0.335416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.449,,0.3346675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.448,,0.33392,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.447,,0.333174167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.446,,0.33243,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.445,,0.3316875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.444,,0.330946667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.443,,0.3302075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.442,,0.32947,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.441,,0.328734167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.44,,0.328,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.439,,0.3272675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.438,,0.326536667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.437,,0.3258075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.436,,0.32508,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.435,,0.324354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.434,,0.32363,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.433,,0.3229075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.432,,0.322186667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.431,,0.3214675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.43,,0.32075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.429,,0.320034167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.428,,0.31932,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.427,,0.3186075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.426,,0.317896667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.425,,0.3171875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.424,,0.31648,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.423,,0.315774167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.422,,0.31507,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.421,,0.3143675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.42,,0.313666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.419,,0.3129675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.418,,0.31227,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.417,,0.311574167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.416,,0.31088,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.415,,0.3101875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.414,,0.309496667,,,,,,,,,,,,,,,,,,,,
