Pearson_L3I,Pearson_L3S,Pearson_L4I,Pearson_L4S,LogPearson_L3I,LogPearson_L3S,LogPearson_L4I,LogPearson_L4S,LogNormal_L3I,LogNormal_L3S,LogNormal_L4I,LogNormal_L4S,Kappa_L3I,Kappa_L3S,Kappa_L4I,Kappa_L4S,GeneralizedPareto_L3I,GeneralizedPareto_L3S,GeneralizedPareto_L4I,GeneralizedPareto_L4S,GeneralizedLogistic_L3I,GeneralizedLogistic_L3S,GeneralizedLogistic_L4I,GeneralizedLogistic_L4S,GeneralizedGamma_L3I,GeneralizedGamma_L3S,GeneralizedGamma_L4I,GeneralizedGamma_L4S,GEV_L3I,GEV_L3S,GEV_L4I,GEV_L4S,EV1_L3I,EV1_L3S,EV1_L4I,EV1_L4S
-0.06,,0.12349653,,,0.619920331,,0.467160252,-0.06,,0.125612233,,-0.050055274,0.906,-0.215326983,0.850696667,-0.06,,-0.008502024,,-0.06,,0.169666667,,,,,,-0.06,,0.103424681,,,,,
-0.05,,0.123158854,,,0.629961781,,0.478019915,-0.05,,0.124758715,,-0.040091172,0.905,-0.216557894,0.8491875,-0.05,,-0.007575758,,-0.05,,0.16875,,,,,,-0.05,,0.103594335,,,,,
-0.04,,0.12288429,,,0.639938956,,0.488788548,-0.04,,0.124060602,,-0.030016642,0.904,-0.217537506,0.84768,-0.04,,-0.006451613,,-0.04,,0.168,,,,,,-0.04,,0.103935695,,,,,
-0.03,,0.122671811,,,0.649781918,,0.499439259,-0.03,,0.123517761,,-0.026535175,0.903,-0.21831555,0.846174167,-0.03,,-0.005130785,,-0.03,,0.167416667,,,,,,-0.03,,0.104448348,,,,,
-0.02,,0.122520613,,,0.659787588,,0.510325224,-0.02,,0.123130092,,-0.018636858,0.902,-0.218988402,0.84467,-0.02,,-0.003614458,,-0.02,,0.167,,,,,,-0.02,,0.105131887,,,,,
-0.01,,0.122430125,,,0.6699122,,0.522446364,-0.01,,0.122897519,,-0.000658762,0.901,-0.219716668,0.8431675,-0.01,,-0.001903808,,-0.01,,0.16675,,,,,,-0.01,,0.105985905,,,,,
0,,0.1224,,,0.67984728,,0.535566267,0,,0.12282,,0.008104667,0.9,-0.219789722,0.841666667,0,,0,,0,,0.166666667,,,,,,0,,0.10701,,,,,
0.01,,0.122430125,,,0.689905051,,0.548129269,0.01,,0.122897519,,0.016722324,0.899,-0.219681235,0.8401675,0.01,,0.002095808,,0.01,,0.16675,,,,,,0.01,,0.108203771,,,,,
0.02,,0.122520613,,,0.699971618,,0.560547678,0.02,,0.123130092,,0.025197572,0.898,-0.219400047,0.83867,0.02,,0.00438247,,0.02,,0.167,,,,,,0.02,,0.109566819,,,,,
0.03,,0.122671811,,,0.709981519,,0.572956629,0.03,,0.123517761,,0.033533686,0.897,-0.218954586,0.837174167,0.03,,0.006858847,,0.03,,0.167416667,,,,,,0.03,,0.111098745,,,,,
0.04,,0.12288429,,,0.719955411,,0.585517845,0.04,,0.124060602,,0.041733853,0.896,-0.218352891,0.83568,0.04,,0.00952381,,0.04,,0.168,,,,,,0.04,,0.11279915,,,,,
0.05,,0.123158854,,,0.729963045,,0.598180517,0.05,,0.124758715,,0.050053051,0.895,-0.21755631,0.8341875,0.05,,0.012376238,,0.05,,0.16875,,,,,,0.05,,0.114667637,,,,,
0.06,,0.12349653,,,0.739831969,,0.610202115,0.06,,0.125612233,,0.060013884,0.894,-0.216243348,0.832696667,0.06,,0.01541502,,0.06,,0.169666667,,,,,,0.06,,0.116703805,,,,,
0.07,,0.123898572,,,0.749892821,,0.62303874,0.07,,0.126621314,,0.070121891,0.893,-0.214645788,0.8312075,0.07,,0.018639053,,0.07,,0.17075,,,,,,0.07,,0.118907257,,,,,
0.08,,0.124366454,,,0.759974595,,0.637263869,0.08,,0.127786146,,0.080801099,0.892,-0.213257162,0.82972,0.08,,0.022047244,,0.08,,0.172,,,,,,0.08,,0.121277591,,,,,
0.09,,0.124901873,,,0.769977025,,0.650875021,0.09,,0.129106942,,0.090101715,0.891,-0.211350899,0.828234167,0.09,,0.025638507,,0.09,,0.173416667,,,,,,0.09,,0.123814405,,,,,
0.1,,0.125506739,,,0.779976341,,0.664400095,0.1,,0.130583944,,0.100056621,0.89,-0.209026607,0.82675,0.1,,0.029411765,,0.1,,0.175,,,,,,0.1,,0.126517294,,,,,
0.11,,0.126183179,,,0.789984852,,0.677754983,0.11,,0.132217417,,0.110023388,0.889,-0.207022908,0.8252675,0.11,,0.033365949,,0.11,,0.17675,,,,,,0.11,,0.129385853,,,,,
0.12,,0.126933528,,,0.799978941,,0.691407414,0.12,,0.134007651,,0.120066634,0.888,-0.204161448,0.823786667,0.12,,0.0375,,0.12,,0.178666667,,,,,,0.12,,0.132419673,,,,,
0.13,,0.127760325,,,0.809909515,,0.704602392,0.13,,0.135954963,,0.130580985,0.887,-0.201413779,0.8223075,0.13,,0.041812865,,0.13,,0.18075,,,,,,0.13,,0.135618343,,,,,
0.14,,0.128666311,,,0.819989971,,0.717889049,0.14,,0.138059689,,0.140019859,0.886,-0.198270538,0.82083,0.14,,0.046303502,,0.14,,0.183,,,,,,0.14,,0.138981449,,,,,
0.15,,0.129654425,,,0.82992936,,0.731136273,0.15,,0.140322188,,0.150344864,0.885,-0.195044795,0.819354167,0.15,,0.050970874,,0.15,,0.185416667,,,,,,0.15,,0.142508575,,,,,
0.16,,0.130727792,,,0.839919516,,0.744672549,0.16,,0.14274284,,0.160046878,0.884,-0.191307947,0.81788,0.16,,0.055813953,,0.16,,0.188,,,,,,0.16,,0.146199301,,,,,
0.17,,0.131889725,,,0.849966536,,0.758088399,0.17,,0.145322045,,0.170060355,0.883,-0.187681461,0.8164075,0.17,,0.060831721,,0.17,,0.19075,,,,,,0.17,,0.150053203,,,,,
0.18,,0.133143717,,,0.859910556,,0.771877373,0.18,,0.148060219,,0.180054258,0.882,-0.183313489,0.814936667,0.18,,0.066023166,,0.18,,0.193666667,,,,,,0.18,,0.154069857,,,,,
0.19,,0.13449343,,,0.869939712,,0.785548317,0.19,,0.150957796,,0.190109107,0.881,-0.179135399,0.8134675,0.19,,0.071387283,,0.19,,0.19675,,,,,,0.19,,0.158248831,,,,,
0.2,,0.135942696,,,0.879957877,,0.799870931,0.2,,0.154015227,,0.200013255,0.88,-0.174765138,0.812,0.2,,0.076923077,,0.2,,0.2,,,,,,0.2,,0.162589695,,,,,
0.21,,0.137495504,,,0.889960097,,0.81412252,0.21,,0.157232974,,0.210321926,0.879,-0.169898491,0.810534167,0.21,,0.082629559,,0.21,,0.203416667,,,,,,0.21,,0.16709201,,,,,
0.22,,0.139155997,,,0.899982842,,0.828708399,0.22,,0.160611516,,0.220035423,0.878,-0.164675532,0.80907,0.22,,0.088505747,,0.22,,0.207,,,,,,0.22,,0.171755339,,,,,
0.23,,0.140928463,,,0.90998984,,0.843601414,0.23,,0.16415134,,0.230062652,0.877,-0.159443988,0.8076075,0.23,,0.094550669,,0.23,,0.21075,,,,,,0.23,,0.176579238,,,,,
0.24,,0.142817325,,,0.919988584,,0.858978374,0.24,,0.167852944,,0.24004337,0.876,-0.153973234,0.806146667,0.24,,0.100763359,,0.24,,0.214666667,,,,,,0.24,,0.181563262,,,,,
0.25,,0.144827137,,,0.929948682,,0.874461139,0.25,,0.171716837,,0.250087573,0.875,-0.148194341,0.8046875,0.25,,0.107142857,,0.25,,0.21875,,,,,,0.25,,0.18670696,,,,,
0.26,,0.146962577,,,0.939928298,,0.890310202,0.26,,0.175743533,,0.260084792,0.874,-0.142179951,0.80323,0.26,,0.113688213,,0.26,,0.223,,,,,,0.26,,0.192009883,,,,,
0.27,,0.149228432,,,0.946516673,,0.901036535,0.27,,0.179933553,,0.270038559,0.873,-0.135931817,0.801774167,0.27,,0.120398482,,0.27,,0.227416667,,,,,,0.27,,0.197471574,,,,,
0.28,,0.151629596,,,0.957781434,,0.919931165,0.28,,0.184287423,,0.280060749,0.872,-0.129371234,0.80032,0.28,,0.127272727,,0.28,,0.232,,,,,,0.28,,0.203091576,,,,,
0.29,,0.15417106,,,1,,1,0.29,,0.188805673,,0.290049203,0.871,-0.122571954,0.7988675,0.29,,0.134310019,,0.29,,0.23675,,,,,,0.29,,0.208869431,,,,,
0.3,,0.156857902,,,,,,0.3,,0.193488837,,0.300051844,0.87,-0.115832162,0.797416667,0.3,,0.141509434,,0.3,,0.241666667,,,,,,0.3,,0.214804675,,,,,
0.31,,0.159695278,,,,,,0.31,,0.198337447,,0.310077763,0.869,-0.108469368,0.7959675,0.31,,0.148870056,,0.31,,0.24675,,,,,,0.31,,0.220896845,,,,,
0.32,,0.162688416,,,,,,0.32,,0.203352041,,0.320090666,0.868,-0.100855213,0.79452,0.32,,0.156390977,,0.32,,0.252,,,,,,0.32,,0.227145476,,,,,
0.33,,0.165842603,,,,,,0.33,,0.208533152,,0.330011663,0.867,-0.093358974,0.793074167,0.33,,0.164071295,,0.33,,0.257416667,,,,,,0.33,,0.233550101,,,,,
0.34,,0.169163179,,,,,,0.34,,0.213881315,,0.340085349,0.866,-0.085163966,0.79163,0.34,,0.171910112,,0.34,,0.263,,,,,,0.34,,0.240110253,,,,,
0.35,,0.172655529,,,,,,0.35,,0.219397064,,0.350040269,0.865,-0.077093145,0.7901875,0.35,,0.179906542,,0.35,,0.26875,,,,,,0.35,,0.246825464,,,,,
0.36,,0.17632507,,,,,,0.36,,0.225080929,,0.360143853,0.864,-0.068608089,0.788746667,0.36,,0.188059701,,0.36,,0.274666667,,,,,,0.36,,0.253695264,,,,,
0.37,,0.180177244,,,,,,0.37,,0.23093344,,0.37009325,0.863,-0.059734313,0.7873075,0.37,,0.196368715,,0.37,,0.28075,,,,,,0.37,,0.260719187,,,,,
0.38,,0.184217511,,,,,,0.38,,0.236955125,,0.380032572,0.862,-0.050864853,0.78587,0.38,,0.204832714,,0.38,,0.287,,,,,,0.38,,0.267896765,,,,,
0.39,,0.188451338,,,,,,0.39,,0.243146508,,0.390016981,0.861,-0.041679965,0.784434167,0.39,,0.213450835,,0.39,,0.293416667,,,,,,0.39,,0.275227533,,,,,
0.4,,0.192884192,,,,,,0.4,,0.249508113,,0.400043728,0.86,-0.032180779,0.783,0.4,,0.222222222,,0.4,,0.3,,,,,,0.4,,0.282711025,,,,,
0.41,,0.197521528,,,,,,0.41,,0.256040463,,0.410023928,0.859,-0.022459259,0.7815675,0.41,,0.231146026,,0.41,,0.30675,,,,,,0.41,,0.290346781,,,,,
0.42,,0.202368786,,,,,,0.42,,0.262744082,,0.420055109,0.858,-0.012415023,0.780136667,0.42,,0.240221402,,0.42,,0.313666667,,,,,,0.42,,0.29813434,,,,,
0.43,,0.207431378,,,,,,0.43,,0.269619492,,0.43000139,0.857,-0.002395593,0.7787075,0.43,,0.249447514,,0.43,,0.32075,,,,,,0.43,,0.306073248,,,,,
0.44,,0.212714684,,,,,,0.44,,0.276667219,,0.440058765,0.856,0.008220409,0.77728,0.44,,0.258823529,,0.44,,0.328,,,,,,0.44,,0.314163052,,,,,
0.45,,0.218224042,,,,,,0.45,,0.283887794,,0.450021924,0.855,0.018812857,0.775854167,0.45,,0.268348624,,0.45,,0.335416667,,,,,,0.45,,0.322403306,,,,,
0.46,,0.22396474,,,,,,0.46,,0.291281753,,0.460017909,0.854,0.029721791,0.77443,0.46,,0.278021978,,0.46,,0.343,,,,,,0.46,,0.330793568,,,,,
0.47,,0.229942013,,,,,,0.47,,0.29884964,,0.470026535,0.853,0.041088203,0.7730075,0.47,,0.287842779,,0.47,,0.35075,,,,,,0.47,,0.339333402,,,,,
0.48,,0.236161033,,,,,,0.48,,0.30659201,,0.480039421,0.852,0.05256236,0.771586667,0.48,,0.297810219,,0.48,,0.358666667,,,,,,0.48,,0.348022381,,,,,
0.49,,0.242626901,,,,,,0.49,,0.314509434,,0.490058641,0.851,0.06416902,0.7701675,0.49,,0.307923497,,0.49,,0.36675,,,,,,0.49,,0.356860082,,,,,
0.5,,0.249344648,,,,,,0.5,,0.3226025,,0.500073583,0.85,0.076199986,0.76875,0.5,,0.318181818,,0.5,,0.375,,,,,,0.5,,0.365846094,,,,,
0.51,,0.256319225,,,,,,0.51,,0.330871817,,0.510055229,0.849,0.088458518,0.767334167,0.51,,0.328584392,,0.51,,0.383416667,,,,,,0.51,,0.374980012,,,,,
0.52,,0.263555497,,,,,,0.52,,0.33931802,,0.520046036,0.848,0.100867971,0.76592,0.52,,0.339130435,,0.52,,0.392,,,,,,0.52,,0.384261443,,,,,
0.53,,0.271058243,,,,,,0.53,,0.347941776,,0.530057375,0.847,0.113584459,0.7645075,0.53,,0.349819168,,0.53,,0.40075,,,,,,0.53,,0.393690003,,,,,
0.54,,0.27883215,,,,,,0.54,,0.356743789,,0.54001439,0.846,0.126504448,0.763096667,0.54,,0.360649819,,0.54,,0.409666667,,,,,,0.54,,0.403265323,,,,,
0.55,,0.286881811,,,,,,0.55,,0.365724804,,0.550063262,0.845,0.139717789,0.7616875,0.55,,0.371621622,,0.55,,0.41875,,,,,,0.55,,0.412987044,,,,,
0.56,,0.295211722,,,,,,0.56,,0.374885615,,0.560012844,0.844,0.153178758,0.76028,0.56,,0.382733813,,0.56,,0.428,,,,,,0.56,,0.42285482,,,,,
0.57,,0.303826282,,,,,,0.57,,0.384227073,,0.570039675,0.843,0.166923629,0.758874167,0.57,,0.393985637,,0.57,,0.437416667,,,,,,0.57,,0.432868321,,,,,
0.58,,0.312729788,,,,,,0.58,,0.39375009,,0.580007505,0.842,0.180862767,0.75747,0.58,,0.405376344,,0.58,,0.447,,,,,,0.58,,0.443027234,,,,,
0.59,,0.321926443,,,,,,0.59,,0.403455653,,0.590056844,0.841,0.195198589,0.7560675,0.59,,0.416905188,,0.59,,0.45675,,,,,,0.59,,0.453331259,,,,,
0.6,,0.33142035,,,,,,0.6,,0.413344826,,0.600036345,0.84,0.20962644,0.754666667,0.6,,0.428571429,,0.6,,0.466666667,,,,,,0.6,,0.463780116,,,,,
0.61,,0.341215517,,,,,,0.61,,0.423418766,,0.610021603,0.839,0.22434394,0.7532675,0.61,,0.440374332,,0.61,,0.47675,,,,,,0.61,,0.474373545,,,,,
0.62,,0.351315857,,,,,,0.62,,0.433678729,,0.62004868,0.838,0.239336493,0.75187,0.62,,0.452313167,,0.62,,0.487,,,,,,0.62,,0.485111302,,,,,
0.63,,0.361725197,,,,,,0.63,,0.444126082,,0.630010516,0.837,0.254511763,0.750474167,0.63,,0.464387211,,0.63,,0.497416667,,,,,,0.63,,0.495993167,,,,,
0.64,,0.372447279,,,,,,0.64,,0.454762317,,0.640024517,0.836,0.270050553,0.74908,0.64,,0.476595745,,0.64,,0.508,,,,,,0.64,,0.507018941,,,,,
0.65,,0.383485764,,,,,,0.65,,0.465589058,,0.65003004,0.835,0.28579977,0.7476875,0.65,,0.488938053,,0.65,,0.51875,,,,,,0.65,,0.518188449,,,,,
0.66,,0.394844245,,,,,,0.66,,0.476608082,,0.660023478,0.834,0.301811966,0.746296667,0.66,,0.501413428,,0.66,,0.529666667,,,,,,0.66,,0.52950154,,,,,
0.67,,0.406526251,,,,,,0.67,,0.487821327,,0.670017106,0.833,0.318103342,0.7449075,0.67,,0.514021164,,0.67,,0.54075,,,,,,0.67,,0.540958089,,,,,
0.68,,0.418535256,,,,,,0.68,,0.499230908,,0.680001286,0.832,0.334568577,0.74352,0.68,,0.526760563,,0.68,,0.552,,,,,,0.68,,0.552557997,,,,,
0.69,,0.430874695,,,,,,0.69,,0.510839137,,0.690021993,0.831,0.351382714,0.742134167,0.69,,0.539630931,,0.69,,0.563416667,,,,,,0.69,,0.564301195,,,,,
0.7,,0.443547969,,,,,,0.7,,0.522648534,,0.700017089,0.83,0.368399069,0.74075,0.7,,0.552631579,,0.7,,0.575,,,,,,0.7,,0.576187643,,,,,
0.71,,0.456558462,,,,,,0.71,,0.534661851,,0.710000213,0.829,0.38571033,0.7393675,0.71,,0.565761821,,0.71,,0.58675,,,,,,0.71,,0.588217332,,,,,
0.72,,0.46990956,,,,,,0.72,,0.546882084,,0.720039474,0.828,0.403307197,0.737986667,0.72,,0.579020979,,0.72,,0.598666667,,,,,,0.72,,0.600390286,,,,,
0.73,,0.483604658,,,,,,0.73,,0.559312499,,0.730019758,0.827,0.421084645,0.7366075,0.73,,0.592408377,,0.73,,0.61075,,,,,,0.73,,0.61270656,,,,,
0.74,,0.497647187,,,,,,0.74,,0.571956649,,0.740004741,0.826,0.439103308,0.73523,0.74,,0.605923345,,0.74,,0.623,,,,,,0.74,,0.625166249,,,,,
0.75,,0.512040629,,,,,,0.75,,0.5848184,,0.750001154,0.825,0.457494947,0.733854167,0.75,,0.619565217,,0.75,,0.635416667,,,,,,0.75,,0.63776948,,,,,
0.76,,0.526788539,,,,,,0.76,,0.597901947,,0.760002646,0.824,0.476422017,0.73248,0.76,,0.633333333,,0.76,,0.648,,,,,,0.76,,0.650516421,,,,,
0.77,,0.54189457,,,,,,0.77,,0.611211847,,0.770010893,0.823,0.495657822,0.7311075,0.77,,0.647227036,,0.77,,0.66075,,,,,,0.77,,0.66340728,,,,,
0.78,,0.557362495,,,,,,0.78,,0.624753038,,0.780003105,0.822,0.515068081,0.729736667,0.78,,0.661245675,,0.78,,0.673666667,,,,,,0.78,,0.676442304,,,,,
0.79,,0.573196235,,,,,,0.79,,0.638530868,,0.790000388,0.821,0.534784219,0.7283675,0.79,,0.675388601,,0.79,,0.68675,,,,,,0.79,,0.689621784,,,,,
0.8,,0.589399887,,,,,,0.8,,0.652551124,,0.800000096,0.82,0.554755629,0.727,0.8,,0.689655172,,0.8,,0.7,,,,,,0.8,,0.702946056,,,,,
0.81,,0.605977757,,,,,,0.81,,0.66682006,,0.810007477,0.819,0.574968378,0.725634167,0.81,,0.70404475,,0.81,,0.713416667,,,,,,0.81,,0.716415501,,,,,
0.82,,0.622934388,,,,,,0.82,,0.681344426,,0.820019383,0.818,0.595391163,0.72427,0.82,,0.718556701,,0.82,,0.727,,,,,,0.82,,0.730030549,,,,,
0.83,,0.640274599,,,,,,0.83,,0.696131504,,0.830085797,0.817,0.616246597,0.7229075,0.83,,0.733190395,,0.83,,0.74075,,,,,,0.83,,0.743791677,,,,,
0.84,,0.658003519,,,,,,0.84,,0.711189138,,0.840027116,0.816,0.637039396,0.721546667,0.84,,0.747945205,,0.84,,0.754666667,,,,,,0.84,,0.757699415,,,,,
0.85,,0.676126628,,,,,,0.85,,0.726525769,,0.850002261,0.815,0.658265511,0.7201875,0.85,,0.762820513,,0.85,,0.76875,,,,,,0.85,,0.771754346,,,,,
0.86,,0.694649797,,,,,,0.86,,0.742150474,,0.860008711,0.814,0.679628757,0.71883,0.86,,0.7778157,,0.86,,0.783,,,,,,0.86,,0.785957106,,,,,
0.87,,0.713579331,,,,,,0.87,,0.758073001,,0.870111985,0.813,0.701489321,0.717474167,0.87,,0.792930153,,0.87,,0.797416667,,,,,,0.87,,0.800308388,,,,,
0.88,,0.732922017,,,,,,0.88,,0.774303809,,0.880109692,0.812,0.723615036,0.71612,0.88,,0.808163265,,0.88,,0.812,,,,,,0.88,,0.814808944,,,,,
0.89,,0.752685171,,,,,,0.89,,0.790854109,,0.890004631,0.811,0.745614838,0.7147675,0.89,,0.823514431,,0.89,,0.82675,,,,,,0.89,,0.829459584,,,,,
0.9,,0.772876689,,,,,,0.9,,0.807735908,,0.900058124,0.81,0.767851797,0.713416667,0.9,,0.838983051,,0.9,,0.841666667,,,,,,0.9,,0.844261183,,,,,
0.91,,0.793505103,,,,,,0.91,,0.824962051,,0.910135718,0.809,0.790504004,0.7120675,0.91,,0.854568528,,0.91,,0.85675,,,,,,0.91,,0.859214676,,,,,
0.92,,0.814579634,,,,,,0.92,,0.84254627,,0.920063899,0.808,0.813022824,0.71072,0.92,,0.87027027,,0.92,,0.872,,,,,,0.92,,0.874321066,,,,,
0.93,,0.836110252,,,,,,0.93,,0.860503227,,0.930079226,0.807,0.836196758,0.709374167,0.93,,0.88608769,,0.93,,0.887416667,,,,,,0.93,,0.889581423,,,,,
0.94,,0.858107741,,,,,,0.94,,0.878848569,,0.940000433,0.806,0.85908309,0.70803,0.94,,0.902020202,,0.94,,0.903,,,,,,0.94,,0.904996886,,,,,
0.95,,0.880583759,,,,,,0.95,,0.897598975,,0.95000199,0.805,0.88216613,0.7066875,0.95,,0.918067227,,0.95,,0.91875,,,,,,0.95,,0.920568668,,,,,
0.96,,0.90355091,,,,,,0.96,,0.916772212,,0.960027555,0.804,0.90559558,0.705346667,0.96,,0.934228188,,0.96,,0.934666667,,,,,,0.96,,0.936298052,,,,,
0.97,,0.927022811,,,,,,0.97,,0.936387189,,0.970007567,0.803,0.929177998,0.7040075,0.97,,0.950502513,,0.97,,0.95075,,,,,,0.97,,0.952186399,,,,,
0.98,,0.95101417,,,,,,0.98,,0.956464015,,0.980035213,0.802,0.952725806,0.70267,0.98,,0.966889632,,0.98,,0.967,,,,,,0.98,,0.968235147,,,,,
0.99,,0.97554086,,,,,,0.99,,0.977024056,,0.990020976,0.801,0.976374329,0.701334167,0.99,,0.983388982,,0.99,,0.983416667,,,,,,0.99,,0.984445814,,,,,
1,,1.00062,,,,,,1,,0.99809,,,0.8,,0.7,1,,1,,1,,1,,,,,,1,,1.00082,,,,,
,,,,,,,,,,,,,0.799,,0.6986675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.798,,0.697336667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.797,,0.6960075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.796,,0.69468,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.795,,0.693354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.794,,0.69203,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.793,,0.6907075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.792,,0.689386667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.791,,0.6880675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.79,,0.68675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.789,,0.685434167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.788,,0.68412,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.787,,0.6828075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.786,,0.681496667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.785,,0.6801875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.784,,0.67888,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.783,,0.677574167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.782,,0.67627,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.781,,0.6749675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.78,,0.673666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.779,,0.6723675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.778,,0.67107,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.777,,0.669774167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.776,,0.66848,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.775,,0.6671875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.774,,0.665896667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.773,,0.6646075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.772,,0.66332,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.771,,0.662034167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.77,,0.66075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.769,,0.6594675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.768,,0.658186667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.767,,0.6569075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.766,,0.65563,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.765,,0.654354167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.764,,0.65308,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.763,,0.6518075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.762,,0.650536667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.761,,0.6492675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.76,,0.648,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.759,,0.646734167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.758,,0.64547,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.757,,0.6442075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.756,,0.642946667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.755,,0.6416875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.754,,0.64043,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.753,,0.639174167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.752,,0.63792,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.751,,0.6366675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.75,,0.635416667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.749,,0.6341675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.748,,0.63292,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.747,,0.631674167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.746,,0.63043,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.745,,0.6291875,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.744,,0.627946667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.743,,0.6267075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.742,,0.62547,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.741,,0.624234167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.74,,0.623,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.739,,0.6217675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.738,,0.620536667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.737,,0.6193075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.736,,0.61808,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.735,,0.616854167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.734,,0.61563,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.733,,0.6144075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.732,,0.613186667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.731,,0.6119675,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.73,,0.61075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.729,,0.609534167,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.728,,0.60832,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.727,,0.6071075,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.726,,0.605896667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.725,,0.6046875,,,,,,,,,,,,,,,,,,,,
